postid,sourcelink,text,imagelink,creationtime
'33209972','https://www.twitter.com/ThePureWatch/status/1212043842641375232',"'Mens #Rolex Datejust 41mm Stainless Steel w/ White M of Pearl Diamond Dial 126334 https://t.co/DdMlH80tzT #Watch #Watches https://t.co/1daird1y81'",'https://pbs.twimg.com/media/ENILc7eW4AAoEPO.jpg','2019-12-31T16:12:25Z'
'33209973','https://www.twitter.com/GoldWatchUK/status/1212041828335271938',"'#UK #Rolex Deep Sea 116660 44mm Black Dial Box/Papers 2012 https://t.co/6kHpS1BzBe #Watches #Watch https://t.co/lnFKTGU8br'",'https://pbs.twimg.com/media/ENIJnqRWsAAw9U2.jpg','2019-12-31T16:04:25Z'
'33209974','https://www.twitter.com/fireondemand1/status/1212038295645048832',"'Vluchtelingen kunnen zich met hun retroactief #kindergeld toch zeker een #rolex permitteren ?'",'','2019-12-31T15:50:22Z'
'33209975','https://www.twitter.com/Doland10964276/status/1212033912232390657',"'#cryptocurrency #swingtrading #l4l #forextraining #forexmarket  #currencytrading #forexlife #billionairesclub #millionairesclub #binaryoptionsignals #luxury #likeforlike #trading #fxi #fxlifestyle #hublot #rolex #gucci #richkidsofinstagram #dollars #BlockchainEconomy2020 https://t.co/ZNKPn0Z3QV'",'https://pbs.twimg.com/media/ENICaRHXUAAH_et.jpg','2019-12-31T15:32:57Z'
'33209976','https://www.twitter.com/LuxuriousApp/status/1212029671614889985',"'كل عام وأنتم بخير  Happy New Year   #luxuriouskw #patekphilippe  #cartier #richardmille #audemarspiguet #watches #watch #rolex #luxury #hublot #patekcollector #watchaddict #omega #watchlover #mensfashion #lux #gmt https://t.co/zozWuyQyxh'",'https://pbs.twimg.com/ext_tw_video_thumb/1212029557445922817/pu/img/tMiYF8wVfimdwDQ6.jpg','2019-12-31T15:16:06Z'
'33209979','https://www.twitter.com/Beckertime/status/1212024671719309320',"'https://t.co/jR7TwykBsn #Rolex Solid 18K White Gold Day Date President Ref. 18039.  Factory Leather Strap, Quickset Date Function.  On sale now for just $10,299.98 or $333/mo with #AffirmFinancing @Beckertime #rolexero #rolexwatch #watchcollector #rolexaholics #rolexcollector https://t.co/4BZrLOnuuv'",'https://pbs.twimg.com/media/ENH6BAGWwAAMX79.jpg','2019-12-31T14:56:14Z'
'33209978','https://www.twitter.com/Beckertime/status/1212024671719309320',"'https://t.co/jR7TwykBsn #Rolex Solid 18K White Gold Day Date President Ref. 18039.  Factory Leather Strap, Quickset Date Function.  On sale now for just $10,299.98 or $333/mo with #AffirmFinancing @Beckertime #rolexero #rolexwatch #watchcollector #rolexaholics #rolexcollector https://t.co/4BZrLOnuuv'",'https://pbs.twimg.com/media/ENH6A_cXkAAxeg8.jpg','2019-12-31T14:56:14Z'
'33209977','https://www.twitter.com/Beckertime/status/1212024671719309320',"'https://t.co/jR7TwykBsn #Rolex Solid 18K White Gold Day Date President Ref. 18039.  Factory Leather Strap, Quickset Date Function.  On sale now for just $10,299.98 or $333/mo with #AffirmFinancing @Beckertime #rolexero #rolexwatch #watchcollector #rolexaholics #rolexcollector https://t.co/4BZrLOnuuv'",'https://pbs.twimg.com/media/ENH6A_uXUAYcRlY.jpg','2019-12-31T14:56:14Z'
'33209980','https://www.twitter.com/kinchan_jp/status/1212023996398493696',"'初めての地元のカウントダウンに 無事に着きました😆👍  #カウントダウン #Rolex #rolex #MILGAUSS #milgauss #ロレックス #ミルガウス #ロレフォト https://t.co/YGcCc5f9f8'",'https://pbs.twimg.com/media/ENH5ZSTWsAE2mxd.jpg','2019-12-31T14:53:33Z'
'33209981','https://www.twitter.com/hubhip/status/1212023604860399626',"'What’s so special about a Rolex Submariner? Glad you asked #Rolex #Luxury #Thewatchobserver https://t.co/44opsKeAgh via @luxury'",'','2019-12-31T14:52:00Z'
'33209982','https://www.twitter.com/RhythmWorkers/status/1212018642516402176',"'2️⃣🥈 : Au Grand Bar clandestin de l’#Absinthe, sous la Grande Banque du Grand Pays du #chocolat. L’occasion de côtoyer la Grande Fée Verte, ses hallucinations et sa poudre blanche. #Rolex, Grands Boutons de manchette et dernier avis d’imposition exigés. https://t.co/HtdwxeIn7F'",'https://pbs.twimg.com/media/ENH0hWSXYAAeDCz.jpg','2019-12-31T14:32:17Z'
'33209983','https://www.twitter.com/UdedokeiCom/status/1212017804766892033',"'【ロレックス スカイドゥエラー Ref.326138】の価格・スペックをチェック！　https://t.co/45ZShzvTgR　#ROLEX　#ロレックス #スカイドゥエラー #Ref326138'",'','2019-12-31T14:28:57Z'
'33209984','https://www.twitter.com/nbtimes1/status/1212015077882073090',"'ORANGE HAND EXPLORER 🍊🍊 ROLEX®️ EXPLORER ♊️ ORANGE HAND 🍊 AMAZING PATINA ⚡️ STRAIGHT SECOND HAND FROM EARLY 1970’s 1️⃣6️⃣5️⃣5️⃣ 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 #rare #rarerolex #Rolex #rolex1016 #nbtimes #rolexpassion #paulnewman… https://t.co/xaN3fiBsSC'",'','2019-12-31T14:18:07Z'
'33209985','https://www.twitter.com/BWaizxu/status/1212014901851496448',"'Scarce 1014 Rolex Oyster Perpetual Gold Capped Orig Dial Mens Watch 1962  ( 77 Bids )   #Scarce  #1014  #Rolex https://t.co/hgGj5urheJ'",'','2019-12-31T14:17:25Z'
'33209986','https://www.twitter.com/ThePureWatch/status/1212013638523015171',"'#Rolex Datejust Steel Rose Gold MOP Diamond Ladies #Watch 279171 Unworn https://t.co/ZxV2c9cIdW #Watches https://t.co/OmYgK40UHN'",'https://pbs.twimg.com/media/ENHv-z0WwAIqvGV.jpg','2019-12-31T14:12:24Z'
'33209987','https://www.twitter.com/takahashi23/status/1212011146183622658',"'2019年ラスト投稿 この時計に一年楽しませてもらった #ロレックス #ROLEX #サブマリーナ #グリーンサブマリーナ #グリーンサブ #ハルク #116610LV https://t.co/yDXJZs2jUb'",'','2019-12-31T14:02:29Z'
'33209988','https://www.twitter.com/vintagepawn/status/1212010871276347393',"'Well be closing soon for new years!   Make sure to get in if you need to for any last minute extras you may need!   We will loan on any item of value!   Call now 01372-738-054  #watches #rolex #luxury #louisvuitton #loan #pawnbroking #gold https://t.co/NIMj0JzNRS'",'https://pbs.twimg.com/media/ENHtdtGXsAERalu.jpg','2019-12-31T14:01:24Z'
'33209989','https://www.twitter.com/WatchWithSam/status/1212008216722395136',"'@watchanish has definitely found THE gift for me! 😂🤦🏽‍♂️ #LWC #LuxuryWatches #MiltonKeynes #Shopping #watches #HYT #jacobandco #seiko #cyrus #sevenfriday #omega #rolex #style #luxury #fashion #jewellery #watchoftheday #watchescollector https://t.co/eaXZA8cwkE'",'https://pbs.twimg.com/ext_tw_video_thumb/1212008128310583296/pu/img/txu-QJMfhbJyN3pJ.jpg','2019-12-31T13:50:51Z'
'33209991','https://www.twitter.com/TillyerMG/status/1212008176738017287',"'@chrono24 Like these.... #trio of #Rolex #Gmt’s https://t.co/nwXYJC4Yyy'",'https://pbs.twimg.com/media/ENHrAlJXYAMf_3T.jpg','2019-12-31T13:50:42Z'
'33209990','https://www.twitter.com/TillyerMG/status/1212008176738017287',"'@chrono24 Like these.... #trio of #Rolex #Gmt’s https://t.co/nwXYJC4Yyy'",'https://pbs.twimg.com/media/ENHrAgdXkAE96aL.jpg','2019-12-31T13:50:42Z'
'33209992','https://www.twitter.com/WatchWithSam/status/1212004131696713728',"'New Billionaire II! set in 18K WG, 175ct of emerald cut diamonds make up the the entire watch.  The Ruby crown is what makes this unique.  https://t.co/mIs95YALZO.UB.A https://t.co/LJeYodEJYP  #LWC #LuxuryWatches #MiltonKeynes #Shop #jacobandco #rolex #luxury #jewellery #watch https://t.co/W6LElOFxMZ'",'https://pbs.twimg.com/ext_tw_video_thumb/1212004053225558016/pu/img/8zGWjgu4MeVU_ARG.jpg','2019-12-31T13:34:37Z'
'33209993','https://www.twitter.com/WatchWithSam/status/1212002762961104897',"'stay positive and good things will come, keep close to the ones who support you. Scheming for 2020! Big year ahead! Keep close observation on us!  #cohiba #louisxii #hyt #lwc #rolex #nevergiveup #fight https://t.co/hxgZuDYkLr'",'https://pbs.twimg.com/media/ENHmFH0WkAAdusL.jpg','2019-12-31T13:29:11Z'
'33209994','https://www.twitter.com/Beckertime/status/1212001746790150144',"'https://t.co/9wAu8gPPd4 #Rolex 2-Tone 14K/SS #Datejust Ref. 6917. Listed for just $2,899.98 @Beckertime  #rolexdatejust #wristcandy #wristporn #wristgame #LadiesRolex #wriststyle #wristswag #wristshots #luxurybrands #watchcollector #Holidays2019 #rolexaholic #christmas2019 https://t.co/B0eaLCHBWg'",'https://pbs.twimg.com/media/ENHlKmgX0AIv9o8.jpg','2019-12-31T13:25:08Z'
'33209995','https://www.twitter.com/Beckertime/status/1212001746790150144',"'https://t.co/9wAu8gPPd4 #Rolex 2-Tone 14K/SS #Datejust Ref. 6917. Listed for just $2,899.98 @Beckertime  #rolexdatejust #wristcandy #wristporn #wristgame #LadiesRolex #wriststyle #wristswag #wristshots #luxurybrands #watchcollector #Holidays2019 #rolexaholic #christmas2019 https://t.co/B0eaLCHBWg'",'https://pbs.twimg.com/media/ENHlKl2XsAATRQT.jpg','2019-12-31T13:25:08Z'
'33209996','https://www.twitter.com/pandeymohit/status/1212000412682731520',"'@imVkohli @AnushkaSharma Love the #Rolex.'",'','2019-12-31T13:19:50Z'
'33209997','https://www.twitter.com/WatchWithSam/status/1211998098127544327',"'The year is coming to an end, let’s finish it off on a high!  Don’t forget if you haven’t purchased anything yet come see us straight after!  https://t.co/LJeYodEJYP  #LWC #LuxuryWatches #MiltonKeynes #Shop #watches #HYT #jacobandco #seiko #cyrus #sevenfriday #rolex #luxury https://t.co/TdOkOjdXdH'",'https://pbs.twimg.com/media/ENHh19CWwAA_-2g.jpg','2019-12-31T13:10:39Z'
'33209998','https://www.twitter.com/WatchWithSam/status/1211997070736924673',"'The Astronomia Dragon! A unique piece https://t.co/6MO0AvS1S7.A  https://t.co/LJeYodEJYP 214 Upper Fifth Street Central Milton Keynes MK9 2HR 01908 233444  #LWC #LuxuryWatches #MiltonKeynes #Shop #watches #HYT #jacobandco #rolex #style #luxury #fashion #jewellery #watchoftheday https://t.co/PVXJSdBkFj'",'https://pbs.twimg.com/ext_tw_video_thumb/1211997035202781184/pu/img/A8aOmoYVh412Owi7.jpg','2019-12-31T13:06:34Z'
'33209999','https://www.twitter.com/WatchWithSam/status/1211996432296742915',"'The Astronomia Clarity Spider captures the tarantula in a sapphire case of 50mm. https://t.co/tvBvm6pnE3.B £940,000 https://t.co/LJeYodEJYP #LWC #LuxuryWatches #MiltonKeynes #watches #HYT #jacobandco #rolex #style #luxury #fashion #jewellery #watchoftheday https://t.co/m3k05DiPXH'",'https://pbs.twimg.com/ext_tw_video_thumb/1211996383114399744/pu/img/75clW6pCcmLJvxcN.jpg','2019-12-31T13:04:01Z'
'33210000','https://www.twitter.com/Watch_Bear_/status/1211995640172924929',"'今年は1年、時計とともに走り抜けた日々でした。緩くではありますが、同じものが大好きな人たちと繋がれてTwitterの可能性を改めて感じました。  購入した時計に相応しい人間になれるよう努力します。新年もよろしくお願いいたします！ #2019年に買った時計 #rolex #tudor https://t.co/90I2dLVZnY'",'https://pbs.twimg.com/media/ENHfmtHU4AAxgVg.jpg','2019-12-31T13:00:53Z'
'33210001','https://www.twitter.com/twenty4time/status/1211994391830843393',"'#rolex #sub #blue #2019 hope everyone has a great New Year’s Eve https://t.co/vpRXLXGbE4'",'','2019-12-31T12:55:55Z'
'33210003','https://www.twitter.com/diamond_crypto/status/1211989532071084032',"'FROM NOW UNTIL #NYD #NYE2020  #FLASH #Sales 25% OFF THE WHOLE #store!!!!!!! #Crypto #merchandise and hot #Diamonds and #Gold DISCOUNTED #authentic #rolex !!!!!! #Amazing #SALES 48 HOURS ONLY ENDS 1/1/20 https://t.co/ov6Y5TeK5h  $BTC $VET $ZEC $SHA $ADA $LINK $XRP $NEO $TRX $DASH https://t.co/XjYUXWtNMo'",'https://pbs.twimg.com/media/ENHaDQRWwAAjrWm.jpg','2019-12-31T12:36:36Z'
'33210002','https://www.twitter.com/diamond_crypto/status/1211989532071084032',"'FROM NOW UNTIL #NYD #NYE2020  #FLASH #Sales 25% OFF THE WHOLE #store!!!!!!! #Crypto #merchandise and hot #Diamonds and #Gold DISCOUNTED #authentic #rolex !!!!!! #Amazing #SALES 48 HOURS ONLY ENDS 1/1/20 https://t.co/ov6Y5TeK5h  $BTC $VET $ZEC $SHA $ADA $LINK $XRP $NEO $TRX $DASH https://t.co/XjYUXWtNMo'",'https://pbs.twimg.com/media/ENHaDQQWkAEPPbv.png','2019-12-31T12:36:36Z'
'33210005','https://www.twitter.com/RolexStoreEthos/status/1211987972750544896',"'The classic watch of reference. The Rolex Datejust 31 in Oystersteel and Everose gold, 31 mm case, white mother-of-pearl set with diamonds dial,  Jubilee bracelet.  #Rolex #Datejust https://t.co/JTU94jI4dr'",'https://pbs.twimg.com/media/ENHYofpXUAABoUk.jpg','2019-12-31T12:30:25Z'
'33210004','https://www.twitter.com/RolexStoreEthos/status/1211987972750544896',"'The classic watch of reference. The Rolex Datejust 31 in Oystersteel and Everose gold, 31 mm case, white mother-of-pearl set with diamonds dial,  Jubilee bracelet.  #Rolex #Datejust https://t.co/JTU94jI4dr'",'https://pbs.twimg.com/media/ENHYofsX0AAaCPO.jpg','2019-12-31T12:30:25Z'
'33210006','https://www.twitter.com/RolexStoreEthos/status/1211987972750544896',"'The classic watch of reference. The Rolex Datejust 31 in Oystersteel and Everose gold, 31 mm case, white mother-of-pearl set with diamonds dial,  Jubilee bracelet.  #Rolex #Datejust https://t.co/JTU94jI4dr'",'https://pbs.twimg.com/media/ENHYohbXkAAW1bu.jpg','2019-12-31T12:30:25Z'
'33210007','https://www.twitter.com/diamond_crypto/status/1211986182869004290',"'FROM NOW UNTIL #NYD, 5% OF ALL PROCEEDS GO TO @AndrewYang #FLASH #Sales 25% OFF THE WHOLE #store!!!!!!! #Crypto #merchandise and hot #Diamonds and #Gold DISCOUNTED #authentic #rolex !!!!!! #Amazing #SALES 48 HOURS ONLY ENDS 1/1/20 https://t.co/ov6Y5TeK5h #YangGang #Yang2020'",'','2019-12-31T12:23:18Z'
'33210008','https://www.twitter.com/ParmegianiO/status/1211985035756277760',"'Happy New Year to everyone!!! #patekphilippe #rolex #omega #vacheronconstantin #collections #steelwatches #goldwatches #vintage #vintagetoys #vintagestyle #vintageshop #cool #stylish #watch #rare #watchforsale #salewatch #luxuryvintage  #davideparmegiani https://t.co/NIafZFMui6 https://t.co/nbCquGokII'",'https://pbs.twimg.com/media/ENHV97uWoAcmM40.jpg','2019-12-31T12:18:44Z'
'33210009','https://www.twitter.com/ThePureWatch/status/1211983430973558791',"'#Rolex Oyster Perpetual Nondate Steel Black Dial Ladies #Watch 67180 https://t.co/83OGzvEIc1 #Watches https://t.co/rmBgylaV45'",'https://pbs.twimg.com/media/ENHUggdXYAAdTzn.jpg','2019-12-31T12:12:22Z'
'33210012','https://www.twitter.com/Riography/status/1211955613573345280',"'ロレックスちゃん達。#ロレックス #rolex #デイトナ #daytona https://t.co/DIza4NV2Fb'",'https://pbs.twimg.com/media/ENG7MaaVUAEOo4J.jpg','2019-12-31T10:21:49Z'
'33210011','https://www.twitter.com/Riography/status/1211955613573345280',"'ロレックスちゃん達。#ロレックス #rolex #デイトナ #daytona https://t.co/DIza4NV2Fb'",'https://pbs.twimg.com/media/ENG7MaXUcAEVTWj.jpg','2019-12-31T10:21:49Z'
'33210010','https://www.twitter.com/Riography/status/1211955613573345280',"'ロレックスちゃん達。#ロレックス #rolex #デイトナ #daytona https://t.co/DIza4NV2Fb'",'https://pbs.twimg.com/media/ENG7MabUEAEEfMe.jpg','2019-12-31T10:21:49Z'
'33210013','https://www.twitter.com/Riography/status/1211955613573345280',"'ロレックスちゃん達。#ロレックス #rolex #デイトナ #daytona https://t.co/DIza4NV2Fb'",'https://pbs.twimg.com/media/ENG7MaaVAAALyWr.jpg','2019-12-31T10:21:49Z'
'33210014','https://www.twitter.com/Ace16613/status/1211954416296706048',"'結局今年はこのサンダーバードが増えただけだったなあ… 来年はもっと時計を買えるぐらいいい年になるといいな！ というわけで今年も一年お世話になりました。 来年もよろしくお願いします🤲 それでは皆さん良いお年をお迎えください😊❄️ #rolex #16264 #メガドラミニ https://t.co/lDzov4Gxec https://t.co/MosiqdUJQe'",'https://pbs.twimg.com/media/ENG6HpQVUAAI7Th.jpg','2019-12-31T10:17:04Z'
'33210015','https://www.twitter.com/SeenThruWrist/status/1211953920907579392',"'I’ll kind of miss 2019, awesome year that was. However, let’s get ready for 2020!  #newyear #rolex #lifestyle #watchanist #seenthroughwrist https://t.co/EqsEuA8zeZ'",'https://pbs.twimg.com/media/ENG5qaRW4AIIy9i.jpg','2019-12-31T10:15:06Z'
'33210016','https://www.twitter.com/sakurai5678/status/1211953868143153152',"'来年はコレGETするぞ...!! #ロレックス #Rolex  #GMTマスター2赤青ベゼル #ペプシ #バットマンでもいい https://t.co/KdXxAbmE4l'",'https://pbs.twimg.com/media/ENG5ndjUEAAjVcC.jpg','2019-12-31T10:14:53Z'
'33210017','https://www.twitter.com/ThePureWatch/status/1211953201680916485',"'#Rolex Datejust 178273 31mm Steel Gold Diamond Automatic Box/Paper/Waranty #432-1 https://t.co/TqX5tii8B1 #Watch #Watches https://t.co/UFpDd8VBrT'",'https://pbs.twimg.com/media/ENG5A6pXkAAXg5p.jpg','2019-12-31T10:12:14Z'
'33210018','https://www.twitter.com/GoldWatchUK/status/1211951186628268033',"'#UK #Rolex Yacht-Master II 116680 44mm BOX AND PAPERWORK 2019 https://t.co/5WIcFXBRdB #Watches #Watch https://t.co/ncEb2CB8aI'",'https://pbs.twimg.com/media/ENG3LpZWsAEaWwB.jpg','2019-12-31T10:04:14Z'
'33210019','https://www.twitter.com/OfficialWatches/status/1211950351206801408',"'New year new watch? Treat yourself. #officialwatches #luxurywatches #london #luxurylifestyle #rolex #AP #richardmille #patekphilippe https://t.co/kcTyhY4J1i'",'https://pbs.twimg.com/ext_tw_video_thumb/1211950261352255489/pu/img/cdfaUApCVGwoesWm.jpg','2019-12-31T10:00:55Z'
'33210020','https://www.twitter.com/JocelynC82/status/1211949653220044805',"'@OttawaMommyClub @bestofthislife Love it. #Sleek #Design not a #Rolex'",'','2019-12-31T09:58:08Z'
'33176410','https://www.twitter.com/BinaryJane/status/1211946942877577216',"'Take the risk today to start earning weekly for tomorrow may be too late. Earn 10btc ($63,000) a week with little investment. Inbox 📩 for more info or DM on Telegram +1 (765) 267-7363 📩💰💵💷 #bitcoin #money #trader #earn #patek #patekphillipe #rolex #benz #mercedsbenz #republi https://t.co/znPdFRGXvS'",'https://pbs.twimg.com/ext_tw_video_thumb/1211946827815292929/pu/img/2Jtx0YqFOiLwyakk.jpg','2019-12-31T09:47:22Z'
'33176411','https://www.twitter.com/Loupiosity/status/1211944831477522433',"'Matt Allen &amp; the crew of the Australian yacht, Ichi Ban wins the @ROLEX Rolex Sydney-Hobart Yacht Race, that challenges the toughest boat crews every year. @rshyr @CYCAustralia @RYCT_Tweet https://t.co/ilAal0YEtW  #Rolex #WorldofYachting #Perpetual'",'','2019-12-31T09:38:59Z'
'33176412','https://www.twitter.com/AlexCopito/status/1211941980244238337',"'Happy New Year 2020 friends .. A new decade, a new year, but not a new life!  Read it again!  Life goes on and it's true we only have one! . . . . . .  #lax #rolex #abercrombie #jordan #nike #luisvuitton #feliz… https://t.co/BOB4dArTAI'",'','2019-12-31T09:27:39Z'
'33176413','https://www.twitter.com/vintagepawn/status/1211935202534137856',"'Well be closing soon for new years!   Make sure to get in if you need to for any last minute extras you may need!   We will loan on any item of value!   Call now 01372-738-054  #watches #rolex #luxury #louisvuitton #loan #pawnbroking #gold https://t.co/0cAD4DuaFF'",'https://pbs.twimg.com/media/ENGopPtW4AAaOKU.jpg','2019-12-31T09:00:43Z'
'33176414','https://www.twitter.com/oakleighwatches/status/1211933617531838464',"'Asked to post my nine favourite pics of 2019 - here they are - but what are the watches exactly ...?  #oakleighwatches #womw #2019 #rolex #omega #Heuer #bremont #testedbeyondendurance #luxurywatches #vintagewatches… https://t.co/DnjttAeWVK'",'','2019-12-31T08:54:25Z'
'33176415','https://www.twitter.com/gold__watches/status/1211933388086632448',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Date Stainless Steel Black Baton Dial Mens Watch 115200 https://t.co/KGEo80FfjF #rolex #watches and #jewellery'",'','2019-12-31T08:53:31Z'
'33176416','https://www.twitter.com/gold__watches/status/1211933385188401153',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex 1603 Rare Oyster Date Vintage Automatic Swiss Made Luxury Watch 1973 D53 https://t.co/1kypwvjWG7 #rolex #watches and #jewellery'",'','2019-12-31T08:53:30Z'
'33176418','https://www.twitter.com/gold__watches/status/1211933382378172416',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Authentic Men’s Rolex Datejust 36 Blue Dial https://t.co/OQIe9ITmX0 #rolex #watches and #jewellery'",'','2019-12-31T08:53:29Z'
'33176419','https://www.twitter.com/gold__watches/status/1211933380843102216',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Stainless Steel 6916 https://t.co/iJOVuUgGGg #rolex #watches and #jewellery'",'','2019-12-31T08:53:29Z'
'33176417','https://www.twitter.com/gold__watches/status/1211933383607148545',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Submariner 114060 https://t.co/ULLK6KSTR6 #rolex #watches and #jewellery'",'','2019-12-31T08:53:29Z'
'33176421','https://www.twitter.com/gold__watches/status/1211933376699088897',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Date President 6917 18k Gold Ladies https://t.co/WYkD87jUgA #rolex #watches and #jewellery'",'','2019-12-31T08:53:28Z'
'33176420','https://www.twitter.com/gold__watches/status/1211933378813014016',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Submariner 18k Yellow Gold Blue Dial/Bezel Mens Dive Watch +Box 16618 https://t.co/PLpktp9kjR #rolex #watches and #jewellery'",'','2019-12-31T08:53:28Z'
'33176422','https://www.twitter.com/gold__watches/status/1211933375096934400',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Oyster Perpetual Chronometer Bubbleback Pink Gold/SS Black Dial Rivet Band https://t.co/eaROze6M7J #rolex #watches and #jewellery'",'','2019-12-31T08:53:27Z'
'33176423','https://www.twitter.com/mondanibooks/status/1211931999688175616',"'HOW MUCH DO YOU KNOW ABOUT ROLEX?  https://t.co/KDbQnRQkFO Play with us!!! #quiz #rolex #HappyNewYear https://t.co/7rGZa7yp6k'",'https://pbs.twimg.com/media/ENGluqlXkAAQ5DS.jpg','2019-12-31T08:47:59Z'
'33176424','https://www.twitter.com/ThePureWatch/status/1211922983557705729',"'#Rolex New Datejust 36mm 116200 Steel Black Index 2019 Box/Papers/Warranty #RL25 https://t.co/Mj9tKbEcMJ #Watch #Watches https://t.co/Bof3xcYNOh'",'https://pbs.twimg.com/media/ENGdh-kWsAAJmjS.jpg','2019-12-31T08:12:10Z'
'33176425','https://www.twitter.com/juuunejuunjun/status/1211921542487035905',"'2019年、おそらく最後の投稿です。皆さま、今年も1年大変お世話になりました。来年もよろしくお願いいたしますm(__)m 良いお年を！！ #rolex #ロレックス #116610ln #submariner #submarinerdate  https://t.co/pY77IFd0WU'",'','2019-12-31T08:06:26Z'
'33176426','https://www.twitter.com/KoreanGolfNews/status/1211916404750012416',"'23 consecutive weeks as #1, heading into the new year/decade 🇰🇷⛳📰🏌️‍♀️☝️#koreangolfnews #lpgatour #rolexrankings #lpga #golf #rolex #instagolf #golfing #media #korea 📸 via Getty Images @ Seoul, South Korea https://t.co/fig9svApy6'",'','2019-12-31T07:46:01Z'
'33176427','https://www.twitter.com/kittichokel/status/1211908484167548928',"'My Last Post of 2019, Unbelievable, 10 Years So Fast But I still Love This Rare Piece 😎 #doublename #5514 #comex #vintagerolex #vintagerolexmania #rolex #rolexvintage #submariner #maxidial #patina #womw #watches… https://t.co/5A4pYpQF8m'",'','2019-12-31T07:14:33Z'
'33176428','https://www.twitter.com/MandCoJewellers/status/1211907365588623360',"'The classic watch of reference. The Rolex Datejust 36 in Oystersteel and white gold, 36 mm case, blue set with diamonds dial, Jubilee bracelet. #Rolex #Datejust #officialrolexretailer https://t.co/8Oq0i2lJ9g'",'https://pbs.twimg.com/media/ENGPU3kX0AAn89S.jpg','2019-12-31T07:10:06Z'
'33176432','https://www.twitter.com/samurai_w_l/status/1211906471664836608',"'今年は素晴らしい出会いが多くあり、充実した一年でした！ 来年もよろしくお願いします！！ #ROLEX #ヴァシュロン・コンスタンタン #TAGHeuer https://t.co/5l8h1UUoAv'",'https://pbs.twimg.com/media/ENGOg19VAAAR1M9.jpg','2019-12-31T07:06:33Z'
'33176430','https://www.twitter.com/samurai_w_l/status/1211906471664836608',"'今年は素晴らしい出会いが多くあり、充実した一年でした！ 来年もよろしくお願いします！！ #ROLEX #ヴァシュロン・コンスタンタン #TAGHeuer https://t.co/5l8h1UUoAv'",'https://pbs.twimg.com/media/ENGOgJTVAAAYpEF.jpg','2019-12-31T07:06:33Z'
'33176431','https://www.twitter.com/samurai_w_l/status/1211906471664836608',"'今年は素晴らしい出会いが多くあり、充実した一年でした！ 来年もよろしくお願いします！！ #ROLEX #ヴァシュロン・コンスタンタン #TAGHeuer https://t.co/5l8h1UUoAv'",'https://pbs.twimg.com/media/ENGOgfzUYAEBSS0.jpg','2019-12-31T07:06:33Z'
'33176429','https://www.twitter.com/samurai_w_l/status/1211906471664836608',"'今年は素晴らしい出会いが多くあり、充実した一年でした！ 来年もよろしくお願いします！！ #ROLEX #ヴァシュロン・コンスタンタン #TAGHeuer https://t.co/5l8h1UUoAv'",'https://pbs.twimg.com/media/ENGOfxMUYAI5v0R.jpg','2019-12-31T07:06:33Z'
'33176433','https://www.twitter.com/ThePureWatch/status/1211892842924253184',"'#Rolex Datejust 79238 26mm Yellow Gold President Diamond White 2YrWarranty #488 https://t.co/RdmL46L6YE #Watch #Watches https://t.co/du9v9gAtqk'",'https://pbs.twimg.com/media/ENGCHlLXkAcIJ9W.jpg','2019-12-31T06:12:24Z'
'33176434','https://www.twitter.com/ChintuOfficial3/status/1211890505493221377',"'Jst added a new bby to my #Rolex catalogue 🙏 https://t.co/DyGeZVt1pC'",'https://pbs.twimg.com/media/ENF_-tbXUAAmcJb.jpg','2019-12-31T06:03:07Z'
'33176435','https://www.twitter.com/mebius12369/status/1211887289414107136',"'The last post of 2019.Good luck with everything you do next year.🙏  #bestnine2019 #omega #omegaspeedmaster #rolex #rolexsubmariner #greensubmariner #116610lv #panerai #pam372 #rolexdaytona #16520 #114270 #326934… https://t.co/CgCwk1v8ct'",'','2019-12-31T05:50:20Z'
'33176436','https://www.twitter.com/FavioR6/status/1211884122316181504',"'Ferragamo Black Pour Homme   #KingAir  #Perfumes #GiorgioArmani #Original #Gucci #LouisVuitton #HugoBoss #CalvinKlein #Versace #DolceGabbana #Rolex #Chanel #Ventas #Perfume #CH #CarolinaHerrera #Chanel #Cessna… https://t.co/11tLgg5kXt'",'','2019-12-31T05:37:45Z'
